Review,Comments,Ratings,Locations,Time,Positive_Score,Negative_Score,Neutral_Score,Sentiment,Subjectivity_Score
Just okay,"Product best, but fast charging or fast battery drain . Daily used battery life 10% 1Hours drian. So not have use battery life.",4, Talwara,nan,0.7269,0,0.7269,Positive,0.4
Hated it!,Battery back up is poor,5, Bangalore,7 months ago,-0.8074,0.8074,0.0,Negative,0.4333333333333333
Really Nice,"I am using last 7 year for Xiaomi company mobile. I am 100% satisfied this companies mobile. My new buying redmi note 12 pro. This mobile is outstanding performanceBattery, camera, performance all are very good",5, Amreli,8 months ago,0.9152,0,0.9152,Positive,0.6660353535353535
Terrible product,The camera quality is very poor. Redmi must improve this. The problem is very high in Human subjects. Spoil a good face. According to the price camera quality Must be very High. Please give the necessary update to fix the problem.,5, Raipur,4 months ago,-0.5423,0.5423,0.0,Negative,0.6257142857142858
Very poor,"WORST product. Brought by advise of Mr,Rajiv, NDTV.  Voice dropping during call just after 1ms converstion. Camera not great. Okay product.  Looks and feel good. Packing and delivery very good. soft wareneeds deveolopment. NEVER EVER BUY REDMI. USELESS SOFTWARE PAINFUL TO SAVE EVEN CONTACTS. RETURN OR RPLACEMNTS ARE NOT ACCEPTED!!!!!!!!!!!!!!",5, Visakhapatnam,7 months ago,0.4939,0,0.4939,Positive,0.6111111111111112
Worth the money,Good,5, Bankura,7 months ago,0.5859,0,0.5859,Positive,0.35000000000000003
Wonderful,"Excellent Product,  Delivered within 12 hours",5, Jamkhandi,1 month ago,0.8126,0,0.8126,Positive,1.0
Just wow!,"Powered pack device..ausome performance,design could have been better,I like Dolby sound",5, Vapi,2 months ago,0.743,0,0.743,Positive,0.7
Brilliant,"Wonderful, amazing",5, Achhnera,2 months ago,0.9062,0,0.9062,Positive,0.9666666666666667
Very poor,Charging issue it's have 67wats charger but it's take a time to full charge more than 1 houre,5, Vijayawada,2 months ago,-0.4767,0.4767,0.0,Negative,0.575
Just wow!,"Writing this review after using for almost 4 months. phone is good for day to day task not facing any problem, my main focus is on fast charging with good battery life and good camera.  Camera is good, battery last for than a day i am a moderate user. Battery is charged in less than 1 hr... satisfied with this mobile",5, Gurgaon,nan,0.9075,0,0.9075,Positive,0.5606060606060607
Just wow!,Perfect one for mid range smart phones,5, Godhra,4 months ago,0.8807,0,0.8807,Positive,0.6607142857142857
Good quality product,"Nice oneSpecially light weightGood camera, display battery and performance also very good ",3, Srikakulam District,4 months ago,0.8225,0,0.8225,Positive,0.725
Useless product,over heating and battery issue..very disappointed service from flipkart and redmi company,5, Kollam District,4 months ago,-0.7096,0.7096,0.0,Negative,0.475
Highly recommended,"Is it Awesome Mobile, in this price range",5, Talegaon Dabhade,5 months ago,0.7559,0,0.7559,Positive,0.77
Unsatisfactory,"Really unhappy with this phone and extremely sad as I invested my entire saved money on this ridiculous phone..Turbo charging is very slow, battery is draining very fast even at the first day of its use, with this price range up to 25k it's simple complete waste of your money.. humble suggestion to everyone please look for some other brands except Xiaomi/Redmi :(",5, Bangalore,5 months ago,-0.7708,0.7708,0.0,Negative,0.5468614718614718
Wonderful,"Good phone design, crispy screen, better cameras, best battery with fast charger, decent 5g bands, number of features, all within a mid price range. Highly recommend.",5, Karimnagar,6 months ago,0.9501,0,0.9501,Positive,0.5258333333333333
Perfect product!,Camera quality__,5, Aurangabad,6 months ago,0.5719,0,0.5719,Positive,1.0
Did not meet expectations,Battery drains fast...,5, Chennai,6 months ago,0.0,0,0.0,Neutral,0.6
Excellent,Finally I got a gud phone from Android,5, Thiruvalla,7 months ago,0.5719,0,0.5719,Positive,1.0
Mind-blowing purchase,"Superb Camara, Superb performance, Long lasting battery, Sound is also super.... All over value of money....",5, Bharuch,nan,0.9382,0,0.9382,Positive,0.5777777777777777
Pretty good,Camera performance is ok. I loved it. Front camera is average. Good battery backup and fast charging.,5, Panmana,7 months ago,0.9337,0,0.9337,Positive,0.6428571428571429
Terrific,"Camara:9/10,Display:10/10Performance and gaming:8/10Sound quality is just awesome,Overall best in the segment,",5, Dharwad,7 months ago,0.8074,0,0.8074,Positive,0.65
Hated it!,"Price high, lower performance ...",5, Chandrapura,8 months ago,-0.7506,0.7506,0.0,Negative,0.6199999999999999
Just wow!,Very nice I love it (HP mandi) ,4, Jalandhar,7 months ago,0.8957,0,0.8957,Positive,0.8666666666666667
Awesome,Nice product,3, Rajkot,7 months ago,0.7845,0,0.7845,Positive,1.0
Great product,Wonderful phone,5, Khammam,7 months ago,0.8316,0,0.8316,Positive,0.875
Waste of money!,"Camera quality very poor. I am very much disappointed with camera quality as its 2023 and much more technology have been developed regarding camera picels. As they have shown camera to be 50MP but unfortunately, it is not. Rest battery performance and screen is ok",3, Rishikesh,7 months ago,-0.8481,0.8481,0.0,Negative,0.4785714285714286
Worth every penny,Superb performance good design light weight overall value for money,5, Ranchi,7 months ago,0.8834,0,0.8834,Positive,0.4800000000000001
Just wow!,Great phone,5, New Delhi,7 months ago,0.836,0,0.836,Positive,0.875
Hated it!,"Except looks, there is nothing improved. The same usual bad cameras, just exposure and no detailing in images.",5, Hyderabad,nan,-0.5999,0.5999,0.0,Negative,0.5388888888888889
Brilliant,Camera performance is Good ,5, Hyderabad,8 months ago,0.7717,0,0.7717,Positive,0.8
Not recommended at all,5G network not working in this device,5, Jabalpur,7 months ago,0.2023,0,0.2023,Positive,0.0
Fabulous!,"After one week usesd, this one  was amazing phone. Camara quality too good. Performance ultimate. If you use 5g network, you can feel good experience. Battery also fantastic. Worth for money.",5, Tiruchirappalli,7 months ago,0.9552,0,0.9552,Positive,0.7285714285714285
Mind-blowing purchase,Great Phone. Don't go for negative reviews. Xiaomi did a wonderful job. Appreciate the hard work. Thank you,5, Thane,7 months ago,0.9392,0,0.9392,Positive,0.6729166666666666
Terrific,"For this price this is the best phone. Rear camra awesome photo quality is awesome. Battery life is fine, amazing display realistic colour experience, looks amazing phone's design. It's front camra good.",5, Kuju,8 months ago,0.9814,0,0.9814,Positive,0.7259259259259259
Moderate,Not up to mark Camera is very poor,3, Anantapur,6 months ago,-0.4767,0.4767,0.0,Negative,0.6499999999999999
Wonderful,Good phone value for money...,4, Bolpur,8 months ago,0.8402,0,0.8402,Positive,0.8
Nice,It's not a device that would be bought at this price point..while charging it heats up a lot . 5000 mah is fairly giving any backup works like 4500mah.. Another weird thing is the phone vibrates a lot if u use both speakers that's something the company should take care of. . Camera is decent. . Design is good .no value for money if u want to buy u should wait for a better deal it's no good don't waste money,5, Tirupati,7 months ago,0.968,0,0.968,Positive,0.6583333333333332
Highly recommended,Nice phone camera is awesome All is good,4, Basirhat,7 months ago,0.9036,0,0.9036,Positive,0.785
Just wow!,"Amit nanda- Good design and 120Hh screen is super display, and the performance is best ,. Camera point of view it's performance very good and OIS is very good with camera.. i give 9/10",4, Bhawanipatna,nan,0.9666,0,0.9666,Positive,0.6277777777777778
Highly recommended,Very nice product and good quality and good quality night mood and camera is very good,5, Patihal,8 months ago,0.9165,0,0.9165,Positive,0.668
Perfect product!,Awesome products super battery service,4, Paschim Medinipur District,1 month ago,0.9136,0,0.9136,Positive,0.8888888888888888
Great product,It's a week using this phone...Good choice Worthy to have,5, Southern Division,2 months ago,0.7906,0,0.7906,Positive,0.875
Unsatisfactory,Pls don't not buy this product poor camera quality and we cannot hear voice of other person during speaking even with full volume camera is not as accepted its not worth for 25k pls don't not buy,5, Bengaluru,3 months ago,0.7314,0,0.7314,Positive,0.4166666666666667
Awesome,Such as a Very Very Best camera,5, Sitapur,3 months ago,0.8519,0,0.8519,Positive,0.65
Brilliant,Mind blowing purchase,5, Baleshwar District,3 months ago,0.5859,0,0.5859,Positive,1.0
Expected a better product,"Camera is not good below than average, you can get good photo with even 10k mobile.Almond display quality is very bad , even missing anti flickering option.Battery is draining very fast don't feel like 5000 mah.",5, Patna District,4 months ago,-0.1053,0.1053,0.0,Negative,0.4770833333333333
Perfect product!,Profact Device Only 22000.Back Came Profact(5/5)Front Camera Average (5/2.5)Display Very Good (5/5)Batery (5/5),5, Hoshiarpur,5 months ago,0.765,0,0.765,Positive,0.5
Perfect product!,This mobile was really amazingAnd the overall performance was greatCamera quality was good,5, Chennai,5 months ago,0.765,0,0.765,Positive,0.45
Wonderful,Fabulous just order the awesome in the market,5, Garulia,nan,0.9042,0,0.9042,Positive,1.0
Just wow!,Good,4, Sambalpur District,5 months ago,0.7717,0,0.7717,Positive,0.8
Really Nice,Everything looks great but the camera looks saturated.,5, Nagar Changrabandha,6 months ago,0.8016,0,0.8016,Positive,0.875
Decent product,Just basic in 25k. camera is over sharp. Running on old update. Just average nothing excited about it.,5, Zirakpur,6 months ago,-0.2584,0.2584,0.0,Negative,0.48194444444444445
Perfect product!,Best product of mi i have ever seen ,5, Selaqui,6 months ago,0.836,0,0.836,Positive,0.65
Bad quality,Overall not bad. But Front camera performance is very poor. OIS performance is poor. Battery should have 6000 mah instead of 5000 mah. Also Android 12 is too old. It should have come up with Android 13. Front camera should have atleast 20 mega pixels instead of 16 mp which is extremely poor. No NFC. Back camera is good. Display is very good. Design is good. Overall not value for money mobile. It is overpriced by 4-5k.2.5 or maybe 3 out of 5 (overall rating). Waiting for the updates to...,4, Shahpur,6 months ago,-0.8801,0.8801,0.0,Negative,0.39487179487179486
Great product,"Writing this review after 15 daysCamera 4.8/5Display  5/5Design 4/5Performance 4.9/5Tried multiple apps at the same time, overall performance is good. Previously I was confused bit in realme 10 pro vs redmi 12 pro, but now I'm satisfied with this productHave a good day",4, New Delhi,6 months ago,0.886,0,0.886,Positive,0.5214285714285715
Best in the market!,Battery back up is very poorCamera very good quality,4, Manesar,7 months ago,0.7964,0,0.7964,Positive,0.30000000000000004
Great product,I am so happy to buy this product..  camera and design very attractive  battery performance is excellent..,4, Wayanad District,7 months ago,0.9371,0,0.9371,Positive,0.9375
Mind-blowing purchase,KILLER Phone Go for it..,3, Washim,7 months ago,-0.6486,0.6486,0.0,Negative,0.0
Not good,Worst battery backup and camera quality. Not worth for 25K. Mobiles at 10K to 12K will do better than this.,5, Coimbatore,nan,0.3818,0,0.3818,Positive,0.55
Fabulous!,Great mobile great performance,5, Kurnool,7 months ago,0.9118,0,0.9118,Positive,0.8333333333333334
Absolute rubbish!,Very worst phone,4, Kakinada,7 months ago,-0.6249,0.6249,0.0,Negative,0.95
Best in the market!,Good camera,3, Prayagraj,7 months ago,0.7964,0,0.7964,Positive,0.45000000000000007
Highly recommended,Owsam,5, Dehradun,7 months ago,0.2716,0,0.2716,Positive,0.5399999999999999
Worth every penny,Best phone camera 5/5                     Battery 5/5                    Sound 5/5                     Display 5/5                  Performance 5/5,3, New Delhi,7 months ago,0.7269,0,0.7269,Positive,0.26666666666666666
Nice,"1) One of the worst thing, I hate in redmi note 12 pro is battery performance isn't good, once u started to used the mobile, battery charging fastly reduced, I don't like these. 2) one of the important used of mobile is depend on battery performace, it is not good what I expect in case of battery performance",4, Nandurbar,7 months ago,-0.9102,0.9102,0.0,Negative,0.8142857142857142
